31951	-6.58624
48239	-4.66095
68682	-4.32768
22007	-5.93363
12686	-6.21037
70662	-2.76619
32113	-3.4831
48354	-6.34139
9193	-6.02429
41927	-5.83035
65762	-5.28625
58564	-5.43327
30177	-5.93638
37610	-6.02009
13350	-6.64663
73764	-5.90874
20678	-6.52493
12688	-5.28581
56655	-5.81214
45125	-4.38082
70836	-5.73105
57152	-5.6709
16585	-5.74572
30911	-5.87838
34099	-5.54022
70755	-5.69187
29390	-5.304
70738	-4.77887
16961	-5.94619
63707	-6.38364
38814	-6.37181
55416	-6.49798
78300	-6.043
75892	-5.95679
53463	-5.99806
29369	-6.43495
66137	-5.74632
30540	-6.08298
74105	-5.98506
41188	-5.43012
20961	-5.60567
25103	-6.47779
29344	-6.09231
13496	-6.44499
18821	-5.5415
9081	-5.59767
64006	-5.39382
22494	-4.72771
41899	-5.92159
27301	-6.96447
67542	-5.77006
5350	-4.62687
76223	-4.99438
60590	-3.74581
36398	-6.48871
68850	-6.34266
52223	-6.60417
78853	-5.28232
57942	-5.76038
60941	-4.87622
14708	-6.90472
48921	-6.85931
24776	-5.93889
75590	-4.56914
5382	-5.53787
50149	-5.75881
73157	-6.45986
43241	-6.92306
32579	-6.52621
44008	-4.70044
56930	-5.72072
78565	-6.69922
63165	-6.87922
20810	-4.88936
72539	-4.76883
34124	-5.7484
69193	-6.55259
7506	-4.46031
32633	-6.86547
52853	-5.65431
57848	-6.77818
40042	-6.48371
49805	-5.31345
50512	-5.62874
34952	-6.59853
43166	-6.38122
73152	-4.93897
47001	-5.14271
13771	-5.50258
61480	-6.32066
65038	-5.64947
12722	-5.88905
20570	-6.41115
43451	-6.37152
57912	-5.05987
74851	-5.03565
36171	-4.87098
25721	-6.48915
37168	-5.77775
73585	-5.87754
30917	-5.54468
22452	-5.09118
40771	-5.42485
6036	-5.65284
74272	-6.50952
71811	-6.37255
72248	-5.68409
67343	-4.3456
65946	-4.78584
8770	-5.97376
64360	-6.59911
23934	-4.68055
78412	-5.31292
8484	-5.85077
8229	-6.05699
17330	-5.78966
33307	-5.37229
50487	-5.17712
79530	-6.54753
40438	-5.9667
48279	-5.60542
7741	-5.38042
18836	-6.25655
69758	-5.77053
8665	-5.57182
71166	-6.1133
38375	-5.30287
24652	-6.00417
56488	-4.86714
41396	-6.27454
48483	-6.27808
17914	-5.46925
75725	-6.22209
18942	-6.974
18839	-5.72454
22861	-4.8761
5277	-5.63842
46758	-6.01918
78271	-5.46337
42423	-5.84458
73396	-6.15997
29011	-5.1662
32598	-4.18242
9136	-5.71166
51530	-6.20603
68361	-6.22573
13603	-5.1646
68048	-5.92211
37284	-4.04584
31041	-6.11453
51218	-5.29824
70529	-4.01598
30640	-5.90878
21143	-6.23249
31796	-6.23496
66105	-6.36199
15124	-4.70431
36952	-5.47982
6706	-5.6192
52209	-5.960687
60658	-5.67184
5725	-6.74004
51658	-5.66717
61702	-5.97787
45565	-6.04796
46852	-6.78429
26383	-6.48344
76217	-5.02609
42701	-5.49143
61394	-4.51116
53395	-6.65137
12380	-6.63299
59724	-6.30778
38936	-5.01468
31128	-5.83758
49260	-6.85255
29832	-6.22591
19446	-5.64967
71879	-6.23767
30654	-6.32391
13952	-6.49178
32359	-6.46191
8493	-5.96987
52309	-5.59853
72022	-5.20582
19513	-5.56724
30612	-6.18885
54844	-5.80355
53382	-6.36776
62580	-5.80714
60643	-5.80633
70554	-4.6555
47146	-6.61212
73607	-6.23881
40165	-5.23247
17110	-6.64547
56706	-6.96174
53418	-6.74637
42148	-5.40004
68494	-5.82562
56104	-6.17199
78874	-6.62248
